gene_id	logFC	logCPM	LR	PValue	FDR	FC	entrez_id
Mrc2	-2.622207613	5.191723018	59.14507407	1.46e-14	7.17e-13	-6.156914838	17534
Il4ra	-2.160006566	6.432408597	59.07178489	1.52e-14	7.41e-13	-4.469168892	16190
Nid1	-2.46548952	7.769238379	58.96241908	1.61e-14	7.81e-13	-5.523143151	18073
Pls3	-2.417689205	6.310675311	58.90782141	1.65e-14	8e-13	-5.343145134	102866
Lhfp	-2.654085946	5.53283568	58.87262317	1.68e-14	8.12e-13	-6.294474533	108927
Igf2bp2	-4.746340478	2.973324653	58.74772359	1.79e-14	8.62e-13	-26.84051555	319765
Serpinb6a	-2.154255853	7.341923773	58.56161986	1.97e-14	9.44e-13	-4.451389839	20719
Tlr1	-2.727340854	4.589534787	58.54668181	1.99e-14	9.48e-13	-6.622338951	21897
Blvrb	-2.521679045	4.470545489	58.44460468	2.09e-14	9.95e-13	-5.742500373	233016
Sparcl1	-2.269639335	6.592127213	58.37952139	2.16e-14	1.03e-12	-4.822025681	13602
G0s2	-3.425569225	4.96516628	58.26628684	2.29e-14	1.08e-12	-10.74481863	14373
Rreb1	-2.466127271	5.022591074	58.15950481	2.42e-14	1.14e-12	-5.525585225	68750
Lpl	-2.770102748	8.65563362	58.1178882	2.47e-14	1.16e-12	-6.821564945	16956
Bcl2a1d	-3.481865403	3.613065148	58.08349759	2.51e-14	1.18e-12	-11.17238588	12047
Socs3	-2.544592067	4.586808618	58.04601862	2.56e-14	1.19e-12	-5.834431414	12702
Lilra6	-4.106704858	2.72527967	58.03286001	2.58e-14	1.2e-12	-17.22825715	18726
Gpr153	-2.679652531	3.760198335	57.92668346	2.72e-14	1.26e-12	-6.407015724	100129
Mmp8	-3.343296648	3.323050819	57.90380868	2.75e-14	1.27e-12	-10.14921787	17394
Ehbp1l1	-2.213284663	5.704821871	57.84243205	2.84e-14	1.31e-12	-4.637298717	114601
Man1c1	-2.272858892	4.792070952	57.82960306	2.86e-14	1.31e-12	-4.832798659	230815
Capg	-2.745274693	5.902283923	57.79133139	2.91e-14	1.33e-12	-6.705173638	12332
Enpp1	-2.349598965	4.587618698	57.78668311	2.92e-14	1.33e-12	-5.096825516	18605
Ddr2	-3.046430327	5.129342115	57.71996022	3.02e-14	1.37e-12	-8.2616522	18214
Plekhf1	-4.054417214	1.970742426	57.4980241	3.38e-14	1.53e-12	-16.61503254	72287
Fth1	-2.417294651	10.09886924	57.48188261	3.41e-14	1.54e-12	-5.341684067	14319
1810011O10Rik	-2.59821033	4.373799013	57.36705917	3.62e-14	1.62e-12	-6.055349916	NA
Ostf1	-2.116931822	5.700143351	57.36534088	3.62e-14	1.62e-12	-4.337704643	20409
Hck	-2.745250828	5.273693782	57.34599804	3.66e-14	1.63e-12	-6.705062722	15162
Sgk3	-2.557101053	4.64703893	57.33593694	3.67e-14	1.64e-12	-5.885239199	170755
Ltbr	-2.416061713	4.653449235	57.17569092	3.99e-14	1.77e-12	-5.337120976	17000
Ctsb	-2.332613149	11.02090405	57.15884111	4.02e-14	1.78e-12	-5.037169049	13030
Igf2	-4.391115891	4.614764303	57.12220531	4.1e-14	1.81e-12	-20.98251768	16002
Mef2c	-3.224546025	5.383466633	57.11865869	4.1e-14	1.81e-12	-9.347276207	17260
Fbn1	-2.333127514	9.439908568	57.08460785	4.17e-14	1.83e-12	-5.038965273	14118
Timp2	-2.202544481	6.838298719	56.95855544	4.45e-14	1.95e-12	-4.602904407	21858
Sdpr	-2.56965801	5.79739224	56.88198499	4.63e-14	2.02e-12	-5.93668683	NA
Csf1r	-2.281142957	6.980175679	56.7888734	4.85e-14	2.11e-12	-4.860628784	12978
Serpine2	-2.551098086	6.57156026	56.76391216	4.91e-14	2.13e-12	-5.860801951	20720
Stat6	-2.597779209	5.790291603	56.69915319	5.08e-14	2.19e-12	-6.053540663	20852
Stard8	-2.861265224	4.757909347	56.68822712	5.11e-14	2.2e-12	-7.266523091	236920
Myadm	-2.478672533	5.292546628	56.67716365	5.14e-14	2.2e-12	-5.573843643	50918
Ehd4	-2.313111885	6.530814466	56.59794826	5.35e-14	2.29e-12	-4.969538512	98878
P2ry6	-2.913639392	3.796367865	56.57635481	5.41e-14	2.31e-12	-7.53516651	233571
Psmb8	-3.024762656	5.982857171	56.45174818	5.76e-14	2.45e-12	-8.138498525	16913
Elk3	-2.511241639	4.803065331	56.20876737	6.52e-14	2.76e-12	-5.701105264	13713
Vgll3	-3.262841056	3.158150235	56.08010922	6.96e-14	2.94e-12	-9.598713495	73569
Tnc	-3.730864874	7.625956998	56.02985448	7.14e-14	3.01e-12	-13.27706975	21923
Hacd4	-2.818578076	4.063282543	55.93702342	7.48e-14	3.13e-12	-7.054667443	66775
Cd300ld	-3.581102762	3.05792143	55.93457183	7.49e-14	3.13e-12	-11.96793851	217305
Cryab	-4.896403291	4.199102372	55.93157086	7.5e-14	3.13e-12	-29.78271333	12955
Hic1	-3.354959246	2.710669383	55.91881107	7.55e-14	3.15e-12	-10.23159562	15248
Hsdl2	-2.172149569	5.265893317	55.88278666	7.69e-14	3.19e-12	-4.506944139	72479
Gm2a	-2.276584377	6.964632855	55.87136579	7.74e-14	3.2e-12	-4.845294571	14667
Ms4a4d	-3.893303303	4.134434529	55.84083139	7.86e-14	3.24e-12	-14.85939326	66607
Cebpa	-2.398382122	5.232017439	55.79944581	8.03e-14	3.3e-12	-5.27211603	12606
Sdc2	-2.538761699	4.930496676	55.73750986	8.28e-14	3.4e-12	-5.810900287	15529
Fam198b	-2.661068371	5.476462416	55.67458356	8.55e-14	3.5e-12	-6.325012675	NA
Bcam	-2.918316849	4.284201386	55.65223521	8.65e-14	3.53e-12	-7.559636418	57278
Tmem45a	-3.717898265	2.414618825	55.50822345	9.31e-14	3.79e-12	-13.15827318	56277
Serpina3n	-3.55312382	6.476339754	55.46564746	9.51e-14	3.86e-12	-11.73807414	20716
Pdgfra	-3.91412899	5.453548626	55.44300406	9.62e-14	3.88e-12	-15.07544821	18595
Chrnb4	-3.765643644	1.665936114	55.44111151	9.63e-14	3.88e-12	-13.60102659	108015
Gm6377	-2.685242172	3.879997799	55.38983982	9.88e-14	3.97e-12	-6.431887499	622976
Camk1	-2.232368282	4.474413702	55.32343951	1.02e-13	4.1e-12	-4.699047275	52163
Slc15a3	-2.591408599	6.078329898	55.31045128	1.03e-13	4.11e-12	-6.02686855	65221
Tyrobp	-2.262612834	6.517403584	55.24478747	1.06e-13	4.24e-12	-4.798597591	22177
AF251705	-2.484135622	4.203170029	55.19048008	1.09e-13	4.35e-12	-5.59499027	NA
Vill	-3.094796921	3.309229341	55.10782161	1.14e-13	4.52e-12	-8.543320593	22351
Fcgr4	-2.915219132	5.175954626	55.08541075	1.15e-13	4.56e-12	-7.543421978	246256
Pira2	-4.039145864	3.033775863	55.08208711	1.16e-13	4.56e-12	-16.44008512	18725
Cd180	-2.98431873	4.76705816	55.00575219	1.2e-13	4.72e-12	-7.913515444	17079
Serpinb9	-2.998178641	5.273094338	54.94923778	1.24e-13	4.85e-12	-7.989906616	20723
Renbp	-2.472675489	4.063981109	54.92056638	1.26e-13	4.91e-12	-5.55072219	19703
Tcaf2	-3.467582072	2.878723519	54.90211591	1.27e-13	4.94e-12	-11.06231997	232748
Cd300lh	-3.96198313	3.836580841	54.89743495	1.27e-13	4.94e-12	-15.58388606	NA
Gulp1	-2.870539742	3.54135584	54.81580917	1.32e-13	5.13e-12	-7.313387179	70676
Ldlrap1	-3.003790858	3.837337559	54.67636424	1.42e-13	5.48e-12	-8.021048621	100017
Calcrl	-2.667704888	5.57964773	54.67027552	1.43e-13	5.48e-12	-6.354175282	54598
Pde2a	-2.242013731	5.98475689	54.66992627	1.43e-13	5.48e-12	-4.730569026	207728
Oas1a	-3.31996256	6.018243699	54.6419408	1.45e-13	5.54e-12	-9.986385228	246730
Mefv	-3.10258744	3.653539494	54.42234063	1.62e-13	6.18e-12	-8.589579107	54483
Inpp5d	-2.434462884	5.842443815	54.36208281	1.67e-13	6.35e-12	-5.405630439	16331
Angptl4	-2.262739373	6.124968738	54.36066716	1.67e-13	6.35e-12	-4.799018493	57875
Sirpa	-1.972844844	7.673809626	54.30985473	1.71e-13	6.49e-12	-3.925414071	19261
Tfpi	-2.388048824	4.770072928	54.14403273	1.86e-13	7.05e-12	-5.23448943	21788
Adgre5	-2.39951508	5.275532843	54.06034159	1.94e-13	7.33e-12	-5.276257883	26364
Tmem132c	-3.751073214	2.435219784	54.03271158	1.97e-13	7.42e-12	-13.46435499	208213
Txnip	-2.069018671	7.910942597	54.01811273	1.99e-13	7.45e-12	-4.196011613	56338
Sdc4	-3.047940223	5.355068125	53.99600789	2.01e-13	7.52e-12	-8.270303211	20971
Lhfpl2	-1.752334398	5.85150376	53.90336799	2.11e-13	7.86e-12	-3.369032622	218454
Efemp2	-2.475357907	4.346994513	53.84715898	2.17e-13	8.05e-12	-5.561052307	58859
Itga7	-3.054614217	5.308651343	53.8461212	2.17e-13	8.05e-12	-8.308650762	16404
Lama2	-3.018258811	5.652399804	53.81667198	2.2e-13	8.15e-12	-8.101891762	16773
Csf1	-2.572850062	5.302324353	53.7526637	2.27e-13	8.37e-12	-5.949836656	12977
Pgm5	-3.068831167	3.598170996	53.747914	2.28e-13	8.37e-12	-8.390932603	226041
Serpinf1	-3.399033914	5.091827683	53.74783166	2.28e-13	8.37e-12	-10.54899689	20317
Pik3ap1	-2.721586184	5.563037672	53.73662481	2.29e-13	8.4e-12	-6.59597616	83490
Vav1	-2.503349345	5.1499107	53.71196791	2.32e-13	8.48e-12	-5.670002396	22324
Ly6c2	-4.056737813	5.510878325	53.67217057	2.37e-13	8.63e-12	-16.64177961	100041546
Lyl1	-3.754729477	2.204598227	53.56080136	2.51e-13	9.11e-12	-13.49852136	17095
Sqrdl	-2.747407765	4.04060349	53.51061885	2.57e-13	9.32e-12	-6.715094792	NA
Spp1	-3.395981729	8.901290698	53.45474341	2.65e-13	9.57e-12	-10.52670288	20750
S100a16	-2.918600599	3.922851048	53.39119428	2.73e-13	9.86e-12	-7.561123394	67860
Ddx60	-3.004645209	7.09702258	53.28098971	2.89e-13	1.04e-11	-8.02580002	234311
C1s1	-3.230690106	6.199573826	53.16439303	3.07e-13	1.1e-11	-9.387168823	50908
Itga5	-2.992082328	5.509359771	53.11621755	3.14e-13	1.13e-11	-7.956215361	16402
Bicc1	-2.605787985	3.750082811	53.01130335	3.32e-13	1.18e-11	-6.087238892	83675
Gas7	-3.455321821	5.368141955	52.93392068	3.45e-13	1.23e-11	-10.96870895	14457
Trim47	-2.914598781	4.267222581	52.78400044	3.72e-13	1.32e-11	-7.540179043	217333
Msrb3	-2.698431543	5.02882306	52.68430638	3.92e-13	1.39e-11	-6.490958549	320183
Wipi1	-2.873111962	3.195499702	52.66301013	3.96e-13	1.4e-11	-7.326438048	52639
Itgax	-2.545444314	5.069852994	52.63699939	4.01e-13	1.41e-11	-5.83787902	16411
Lipa	-2.014359131	7.229187571	52.57227404	4.15e-13	1.46e-11	-4.040010748	16889
Col12a1	-2.692661903	7.546173647	52.49130949	4.32e-13	1.52e-11	-6.465051683	12816
Pyhin1	-4.30700602	5.774669242	52.43914405	4.44e-13	1.55e-11	-19.79420226	NA
C920009B18Rik	-4.301612343	1.94805856	52.42310443	4.47e-13	1.56e-11	-19.72033757	606736
Itgb5	-2.66191736	6.683178064	52.40178283	4.52e-13	1.57e-11	-6.328735878	16419
Rgs10	-2.436085236	4.026194631	52.31912949	4.72e-13	1.64e-11	-5.411712645	67865
Selm	-2.511971013	3.235600614	52.30454413	4.75e-13	1.65e-11	-5.703988263	NA
Gpr39	-4.377487112	1.963325112	52.27865672	4.82e-13	1.66e-11	-20.78523439	71111
H19	-3.908627958	8.571050223	52.27037274	4.84e-13	1.67e-11	-15.0180746	14955
Lgals9	-2.639808994	6.497973473	52.21108675	4.98e-13	1.71e-11	-6.232491428	16859
Cdh11	-2.482172046	4.963201014	52.20920615	4.99e-13	1.71e-11	-5.587380402	12552
Fn1	-3.114072526	10.38576117	52.18896663	5.04e-13	1.72e-11	-8.658232406	14268
Klra2	-3.233896238	3.576152489	52.14001084	5.17e-13	1.76e-11	-9.408053331	16633
Myd88	-2.356710738	4.885632916	52.11687349	5.23e-13	1.78e-11	-5.122012372	17874
Mir22hg	-2.885475443	3.78384242	52.0045888	5.54e-13	1.88e-11	-7.389493305	100042498
Klhl5	-1.903375067	4.736001637	51.94043302	5.72e-13	1.94e-11	-3.740873204	71778
Dhrs3	-2.620469324	4.849563047	51.88053684	5.9e-13	1.99e-11	-6.149500899	20148
Cyp4f18	-4.078123603	2.18991436	51.80178462	6.14e-13	2.07e-11	-16.8903065	72054
Lcp2	-2.574562736	5.149243202	51.77663249	6.22e-13	2.09e-11	-5.95690411	16822
Col5a1	-2.553653304	8.009922706	51.7088136	6.44e-13	2.16e-11	-5.871191463	12831
Fut9	2.212496413	6.634225133	51.6848602	6.52e-13	2.18e-11	4.634765714	14348
Grem2	-3.552838624	2.625735214	51.47418669	7.25e-13	2.42e-11	-11.73575395	23893
Ccdc102a	-3.228539436	2.610761156	51.40819549	7.5e-13	2.5e-11	-9.37318551	234582
Grn	-2.412732724	8.05208332	51.40577167	7.51e-13	2.5e-11	-5.324819878	14824
Yap1	-2.557197215	4.723380699	51.37090554	7.65e-13	2.54e-11	-5.885631487	22601
Rab3d	-1.974027092	4.468813307	51.32099936	7.84e-13	2.59e-11	-3.928632155	19340
Abcg1	-2.109484618	7.285767301	51.2890796	7.97e-13	2.63e-11	-4.315371066	11307
Il10rb	-2.516083373	5.104056079	51.21318611	8.29e-13	2.73e-11	-5.720270509	16155
Tmem119	-2.653855226	3.716739251	51.17423061	8.45e-13	2.78e-11	-6.293467984	231633
Dnm3os	-2.573452031	4.719833759	51.1129588	8.72e-13	2.86e-11	-5.95231976	474332
Scn1b	-3.959723249	3.493563449	51.10294952	8.76e-13	2.87e-11	-15.5594941	20266
Mfge8	-2.602002693	6.210369688	51.01072436	9.19e-13	3e-11	-6.071288346	17304
Bmp1	-1.914681525	6.21698172	51.0011643	9.23e-13	3e-11	-3.770305757	12153
Apobr	-3.020680518	3.517481614	50.86829148	9.88e-13	3.21e-11	-8.11550301	171504
Myo7a	-2.837753487	4.608795718	50.75614224	1.05e-12	3.39e-11	-7.149059635	17921
Mmp9	-4.270289902	1.987486659	50.70527084	1.07e-12	3.47e-11	-19.29680245	17395
Lrp1	-2.563408138	9.102871455	50.6902864	1.08e-12	3.49e-11	-5.911024244	16971
Pdgfrb	-2.721226883	7.208178561	50.66177438	1.1e-12	3.53e-11	-6.594333644	18596
Dok1	-3.024261164	3.585371266	50.64080133	1.11e-12	3.56e-11	-8.135670011	13448
Fli1	-2.513615878	4.779131616	50.56660711	1.15e-12	3.69e-11	-5.71049528	14247
Fzd7	-2.85179055	3.926317973	50.48540866	1.2e-12	3.84e-11	-7.218957699	14369
Epb4.1l2	-1.743574004	6.431667469	50.45143812	1.22e-12	3.89e-11	-3.348637026	NA
Gng12	-2.270213991	6.136117226	50.4403873	1.23e-12	3.91e-11	-4.823946782	14701
Synpo	-2.487479274	4.370740791	50.37026107	1.27e-12	4.04e-11	-5.607972498	104027
Aldh2	-2.07194487	6.372946929	50.29979233	1.32e-12	4.18e-11	-4.204530965	11669
Ikbip	-1.850602525	4.962841536	50.27970503	1.33e-12	4.21e-11	-3.606507752	67454
Pdlim4	-2.802722105	3.676840666	50.2762731	1.34e-12	4.21e-11	-6.977557484	30794
Cxcl14	-3.617212357	3.909978403	50.20736376	1.38e-12	4.35e-11	-12.27126741	57266
Fermt3	-2.760515201	5.098765876	50.14190299	1.43e-12	4.49e-11	-6.776381981	108101
Runx1	-3.276544533	4.684551235	50.06009489	1.49e-12	4.67e-11	-9.690321509	12394
Adamtsl5	-4.036022981	1.952350199	50.04162622	1.51e-12	4.7e-11	-16.40453711	66548
Dpt	-3.881418801	5.514904294	49.97065714	1.56e-12	4.86e-11	-14.73748869	56429
Parp3	-3.317413012	4.41625662	49.95347815	1.57e-12	4.9e-11	-9.968752752	235587
Il13ra1	-2.453596172	5.584042542	49.88738641	1.63e-12	5.05e-11	-5.477798401	16164
Aplnr	-2.673631551	5.413925868	49.8855187	1.63e-12	5.05e-11	-6.380332243	23796
Cd200r4	-3.265347468	3.601295891	49.78203597	1.72e-12	5.31e-11	-9.615403952	239849
Casp1	-2.910843508	4.821667593	49.7162573	1.78e-12	5.48e-11	-7.520577802	12362
Wwtr1	-2.246310174	5.735924961	49.68486836	1.81e-12	5.55e-11	-4.744677977	97064
Bst2	-2.807124519	6.354985516	49.63583435	1.85e-12	5.68e-11	-6.998882165	69550
Was	-3.394127337	3.321687649	49.57810382	1.91e-12	5.84e-11	-10.5131809	22376
Ogn	-2.944040599	5.901931399	49.55124578	1.93e-12	5.9e-11	-7.695636197	18295
Prkcdbp	-2.392728202	4.890203449	49.50888062	1.97e-12	6.02e-11	-5.251495048	NA
Thbd	-2.704938795	5.010096696	49.46233785	2.02e-12	6.15e-11	-6.520302038	21824
Ccl24	-6.17347613	1.918297468	49.42212783	2.06e-12	6.27e-11	-72.17744306	56221
Adam15	-2.04624372	5.88882715	49.37745815	2.11e-12	6.4e-11	-4.130291828	11490
Mpeg1	-2.10938004	8.987569006	49.30625984	2.19e-12	6.62e-11	-4.315058265	17476
Rassf2	-2.316625934	5.079273168	49.24484167	2.26e-12	6.81e-11	-4.981657838	215653
Tgm2	-2.703208206	8.762757968	49.14703077	2.37e-12	7.15e-11	-6.512485279	21817
Col1a1	-2.765272122	9.338687373	49.10630438	2.42e-12	7.28e-11	-6.798762259	12842
Cd300a	-2.10271939	4.869499765	49.00599967	2.55e-12	7.65e-11	-4.295182374	217303
Fzd4	-2.265629763	4.555913579	48.82688043	2.8e-12	8.36e-11	-4.808642801	14366
Gadd45b	-3.096190067	3.797434516	48.81177571	2.82e-12	8.41e-11	-8.551574476	17873
Wfdc17	-3.087333553	6.4992779	48.75665073	2.9e-12	8.63e-11	-8.499238299	100034251
Steap3	-2.834101818	4.653878296	48.72726911	2.94e-12	8.74e-11	-7.130987217	68428
Plbd1	-3.041139748	4.727237369	48.71631189	2.96e-12	8.76e-11	-8.231410966	66857
Rasa4	-2.739526857	4.872767967	48.71223705	2.96e-12	8.76e-11	-6.678512727	54153
Stab1	-2.2114394	7.260169859	48.71107267	2.97e-12	8.76e-11	-4.631371225	192187
Clec4d	-3.34418694	3.607081401	48.698839	2.98e-12	8.79e-11	-10.15548292	17474
Pdlim2	-3.593562339	2.921128246	48.67003684	3.03e-12	8.9e-11	-12.07174507	213019
Atp1a2	-3.354747043	5.778765743	48.65192213	3.06e-12	8.97e-11	-10.23009079	98660
Rrbp1	-1.9626611	7.270268283	48.62562316	3.1e-12	9.07e-11	-3.897802791	81910
Adam12	-1.929448127	6.333580479	48.53377337	3.25e-12	9.48e-11	-3.809094622	11489
Junb	-1.880123692	5.527318105	48.48012895	3.34e-12	9.73e-11	-3.681066192	16477
Oaf	-2.526437493	4.314889256	48.47066039	3.35e-12	9.75e-11	-5.761472157	102644
Plekho2	-2.310703148	5.496804214	48.45129784	3.39e-12	9.81e-11	-4.96124825	102595
C1rl	-3.641872846	2.863267423	48.44735591	3.39e-12	9.81e-11	-12.48282745	232371
Wisp1	-2.904566074	5.27675109	48.44198433	3.4e-12	9.81e-11	-7.487925465	NA
Clec5a	-3.146113814	3.098111579	48.44156862	3.4e-12	9.81e-11	-8.852677185	23845
Tek	-2.655925816	5.233273522	48.43932676	3.41e-12	9.81e-11	-6.302507003	21687
Des	-5.466600707	5.992041153	48.40192287	3.47e-12	9.98e-11	-44.21919044	13346
Itgav	-2.39299927	7.489836724	48.38552229	3.5e-12	1e-10	-5.252481843	16410
Rem1	-3.849804304	1.934024714	48.34822959	3.57e-12	1.02e-10	-14.41805151	19700
H2-DMb1	-3.3670889	3.994019764	48.29250627	3.67e-12	1.05e-10	-10.31798178	14999
Serping1	-3.278151188	6.74313142	48.15714227	3.93e-12	1.12e-10	-9.701119133	12258
Ifih1	-2.666245557	7.41156097	48.05922179	4.14e-12	1.18e-10	-6.347751086	71586
Elf4	-2.664028234	4.759006067	48.03643914	4.18e-12	1.19e-10	-6.338002521	56501
Itga1	-2.087302206	6.929671636	48.03447713	4.19e-12	1.19e-10	-4.249526816	109700
Creg1	-2.019947966	6.452579818	47.98384047	4.3e-12	1.21e-10	-4.055691638	433375
Ptprc	-2.602635508	7.548740838	47.983407	4.3e-12	1.21e-10	-6.073952003	19264
Tgfb1	-2.735206781	4.588333241	47.94762562	4.38e-12	1.23e-10	-6.658544176	21803
Piezo1	-2.522605666	5.862100866	47.94650922	4.38e-12	1.23e-10	-5.746189875	234839
Fibin	-3.593158939	3.296016812	47.93878531	4.4e-12	1.23e-10	-12.06837009	67606
Jph2	-4.071623195	2.782112675	47.93511561	4.41e-12	1.23e-10	-16.81437437	59091
B4galt1	-2.025271327	5.634053502	47.92389615	4.43e-12	1.24e-10	-4.070684269	14595
Fgr	-2.448938927	4.323684573	47.89773364	4.49e-12	1.25e-10	-5.460143725	14191
Cfp	-2.311759084	6.007732709	47.8217545	4.67e-12	1.3e-10	-4.964880809	18636
Stat3	-1.687167662	7.179664837	47.74575623	4.85e-12	1.35e-10	-3.220238767	20848
Ifitm6	-4.438518306	2.446576304	47.74365163	4.86e-12	1.35e-10	-21.68338826	213002
Plce1	-2.124088112	4.814514404	47.73142123	4.89e-12	1.35e-10	-4.359274682	74055
Loxl3	-2.376010684	4.60900825	47.70261583	4.96e-12	1.37e-10	-5.190993509	16950
Lst1	-2.784775568	3.966710143	47.64809717	5.1e-12	1.4e-10	-6.891297154	16988
Emp2	-2.768221826	3.899276784	47.62663897	5.16e-12	1.42e-10	-6.812677087	13731
Ackr3	-2.919937107	4.192239416	47.52891607	5.42e-12	1.49e-10	-7.568131238	12778
Copz2	-2.852985839	3.382329219	47.52572611	5.43e-12	1.49e-10	-7.224941165	56358
Tmbim1	-2.366204035	4.337165609	47.51413053	5.46e-12	1.49e-10	-5.15582764	69660
Mctp1	-3.953743664	2.794156386	47.50997705	5.47e-12	1.49e-10	-15.49513762	78771
Antxr2	-2.014097824	5.083602121	47.50179996	5.5e-12	1.5e-10	-4.039279071	71914
1110007C09Rik	-3.076341305	3.104658086	47.48978114	5.53e-12	1.5e-10	-8.434726594	NA
Tcirg1	-2.024639934	6.715078556	47.39821057	5.79e-12	1.57e-10	-4.068903129	27060
Tbc1d8b	-2.30538708	4.126561403	47.39140657	5.81e-12	1.57e-10	-4.943000594	245638
S100a13	-3.262082313	3.580377641	47.37163253	5.87e-12	1.58e-10	-9.593666659	20196
Galns	-2.232110908	4.276295688	47.37003841	5.88e-12	1.58e-10	-4.69820905	50917
Ncf1	-2.727726852	5.008687471	47.26777601	6.19e-12	1.67e-10	-6.624111019	17969
Gja1	-2.011367027	5.448530541	47.224204	6.33e-12	1.7e-10	-4.031640574	14609
Ccr3	-4.704857136	2.281615653	47.20993225	6.38e-12	1.71e-10	-26.07973195	12771
Ptafr	-2.553559391	4.661717093	47.20140714	6.41e-12	1.71e-10	-5.870809286	19204
Decr1	-2.501556596	5.368309347	47.03180998	6.98e-12	1.86e-10	-5.662961007	67460
Lum	-3.60308864	6.13582915	47.03030124	6.99e-12	1.86e-10	-12.15172011	17022
Ttc12	-2.839065523	2.334741141	46.93673563	7.33e-12	1.95e-10	-7.155564193	235330
Ndrg2	-3.180468178	5.189656222	46.90915526	7.44e-12	1.97e-10	-9.066012674	29811
Pde8a	-2.470618172	3.771204673	46.85154058	7.66e-12	2.03e-10	-5.542812372	18584
Igf1	-2.246235707	6.697535196	46.84058055	7.7e-12	2.04e-10	-4.744433079	16000
Lpp	-2.186464564	7.494814549	46.80091667	7.86e-12	2.07e-10	-4.551886433	210126
Iqgap2	-1.804336942	5.516365192	46.76959417	7.98e-12	2.1e-10	-3.492685988	544963
Mroh1	-1.755930665	5.806215032	46.71541824	8.21e-12	2.16e-10	-3.377441228	223658
Tnxb	-2.907107581	5.36329951	46.69119481	8.31e-12	2.18e-10	-7.501128106	81877
Mrgprf	-2.875827091	2.620608524	46.6766906	8.37e-12	2.19e-10	-7.340239268	211577
Acta2	-3.07137885	8.383622857	46.55731814	8.9e-12	2.33e-10	-8.405763405	11475
Pla2r1	-3.409996534	3.78076779	46.54370666	8.96e-12	2.34e-10	-10.62946098	18779
Vav3	-2.07089647	4.628271961	46.53176605	9.01e-12	2.35e-10	-4.20147666	57257
Arsi	-4.182590977	1.640154005	46.5061876	9.13e-12	2.38e-10	-18.15872466	545260
Milr1	-3.429234314	2.608144519	46.46025087	9.35e-12	2.43e-10	-10.77214996	380732
Entpd1	-2.045437008	6.175931548	46.45498424	9.37e-12	2.43e-10	-4.127982939	12495
Arhgef6	-2.871813161	4.660489623	46.44770366	9.41e-12	2.43e-10	-7.319845311	73341
Ecm1	-3.021149966	4.655317019	46.3956179	9.66e-12	2.49e-10	-8.1181442	13601
Hmox1	-2.653795579	7.838665585	46.33761025	9.95e-12	2.56e-10	-6.293207792	15368
Soat1	-2.04215572	6.496542436	46.27555778	1.03e-11	2.64e-10	-4.11860486	20652
Ttyh2	-2.019941714	4.880343126	46.24175211	1.05e-11	2.68e-10	-4.055674063	117160
Ednrb	-2.722777742	5.899059428	46.22501285	1.05e-11	2.7e-10	-6.60142619	13618
Rarres2	-2.787401123	4.294905956	46.21518841	1.06e-11	2.71e-10	-6.903850015	71660
Ptpn18	-3.182745602	3.612041243	46.17849311	1.08e-11	2.76e-10	-9.080335491	19253
Myo1c	-2.021532787	6.713381327	46.06755995	1.14e-11	2.91e-10	-4.060149322	17913
Pcdh19	-2.495070766	4.555963992	46.06343131	1.14e-11	2.91e-10	-5.637559544	279653
Arap3	-2.481778805	4.396029109	46.05595342	1.15e-11	2.92e-10	-5.585857635	106952
Gstk1	-3.630985959	2.865987894	46.05226131	1.15e-11	2.92e-10	-12.38898387	76263
Prex2	-1.763071272	5.844168202	46.01158694	1.18e-11	2.97e-10	-3.394199284	109294
Gpr35	-2.526691579	3.934291886	46.0033498	1.18e-11	2.98e-10	-5.762486953	64095
Ctsk	-2.586572782	3.714534052	45.96605334	1.2e-11	3.03e-10	-6.006700709	13038
Klf3	-3.029712691	3.656843919	45.95311684	1.21e-11	3.05e-10	-8.166470513	16599
Tpp1	-1.981040674	6.299558443	45.93506526	1.22e-11	3.07e-10	-3.947777482	12751
Laptm5	-2.396417928	6.320296925	45.90464075	1.24e-11	3.11e-10	-5.264943058	16792
